id,company_name_kor,company_name_eng,homepage,company_description,products,products_description,category
308,농업회사법인 리뉴얼라이프(주),"RENEWALLIFE CO., LTD.",www.renewallife.com,"아이들을 위한 친환경 쌀과자 상품 ‘또또맘’을 주력 브랜드로 운영하며, 2004년 설립 이래 20년간 ‘기능성 쌀과자 제조방법’을 심혈을 기울여 개발하여 차별화된 쌀과자를 제조할 수 있는 독자적인 기술력을 보유함. 친환경 농업특구 양평의 친환경 쌀의 안정적인 수급과 자동화 기계설비로 탄탄한 생산기반을 구축하여 HACCP、ISO14001、ISO22000、ISO45001、FSSC22000、HALAL(MUI,BPJPH)、FDA등록、중국유기인증、유기가공식품인증으로 안전한 식품을 생산함으로써 맛 영양 품질에 있어 국내외의 바이어와 고객에게 인정받음.","파로칩_오리지널, 초코","- 오리지널, 초코 2가지 맛.
- 파로가 6%나 들어있는 low sugar 고단백칩
-부드러우면서도 crispy한 식감
-고소하고 단백한 건강한 과자
-20g / 20ea / box","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
309,삼우금속개발(주),"Samwoo Metal Development Co., Ltd.",www.ismd.co.kr,"당사는 상업용 주방기기 전문업체로써 기업체,병원,호텔 등 대형급식 장비를 필요로 하는 수요처에 주요 주방기기를 설계,제조,설치하는 회사로써 창업 28년의 오랜기간 동안 수요처로부터 끊임없는 양질의 업체로 평가를 유지해오고 있습니다.",화재방지시스템,조리시 과열 또는 장시간 자리이탈로 인한 화재를 사전에 예방하는 가스차단시스템,"상업용 주방기기/설비 (상업용 식음료 조리기계/조리로봇, 냉장/냉동설비, 조리대, 살균기, 세척기, 포장기기 외)"
310,르빵,LE PAIN,lepainbake.com,"브랜드 소개 및 스토리
빵 한 조각의 가치는 정성과 경험에서 시작됩니다.
르빵은 전문가의 깊이 있는 연구와 섬세한 기술을 바탕으로, 누구나 손쉽게 갓 구운 빵의 품질을 경험할 수 있도록
제품을 개발합니다. 20년 이상의 베이커리 및 요리 경험을 통해 수많은 고객과 마주한 오너 셰프의 고민에서 시작된 르빵 파베이크는 운영자의 입장에서, 그리고 고객의 입장에서 가장 완벽한 빵을 만들기 위한 철저한 연구와 개발을 통해 탄생했습니다. 르빵의 파베이크 제품은 숙련된 기술 없이도 짧은 시간 안에 갓 구운 듯한 풍미와 바삭한 식감을 그대로 구현할 수 있도록 설계되었습니다.
르빵 기업부설연구소에서는120여 개의 특허 기술을 기반으로 최고의 품질과 안정성을 보장하는 제품을 개발하고 있으며, 2018년부터 ‘르빵 바게트 대회’를 개최하며 대한민국 베이커리 문화를 선도하고 있습니다.
르빵 파베이크는 단순한 빵이 아닌, 완벽한 한 조각을 만들기 위한 전문가의 노력과 경험이 담긴 최상의 베이커리 솔루션입니다.",파베이크 제품,"르빵의 파베이크 제품은 100%완제품을 급속 냉동하여,해동없이 5분 내외의 짧은 시간 구워내 갓 구운 품질을 그대로 제공할수 있도록 설계된 제품입니다.","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
311,봉봉과수원,bonbon fruits,https://smartstore.naver.com/bonbonshine,"샤인머스켓 재배부터 수확, 포장, 판매, 택배발송 등 모든 과정을 봉봉과수원에서 다 하고 있어, 농가 직거래로 나가기 때문에 중간 유통단계 비용이 들지 않아 유통거품을 뺀 가격으로 판매할 수 있습니다. 또한 스마트스토어를 오픈한 지 1년이기에 보다 많은 고객들이 진짜 맛있는 샤인머스켓을 부담없이 드시면 좋겠다는 마음에 무료 배송과 착한 가격으로 산정하였습니다. 봉봉과수원 샤인머스켓들은 평균 brix가 18~22brix 이상으로 매우 높고 망고향 풍미가 느껴지기 때문에 한번 드셔보신 분들은 재구매를 많이 하십니다. 같은 가격대의 다른 샤인머스켓들과는 비교되지 않는 고품질 샤인머스켓입니다.",샤인머스켓,"샤인머스켓의 고장 김천에서 직접 재배하여 한송이, 한송이 당도 측정 후 평균 18~22Brix 이상으로 엄선하여 판매하는 유통과정의 가격 거품이 빠진 착한 가격의 프리미엄 고당도 샤인 머스켓입니다.","신선식품 (과일, 채소, 축산, 수산 원물)"
312,주식회사 비에스티,BST INC,www.ibst.kr,"비에스티는 식물을 기반으로 한 화장품 및 식품용 천연 기능성 소재를 개발하고 공급하는 전문기업입니다. 
자연과의 아름다운 공존’을 위하여 기존의 합성원료를  대체하는 천연 원료 개발의 선도적 역할을 하고 있습니다.",천연보존제 BST-HAS,"BST-HAS는 화장품과 식품에 동시 사용가능한 안전한 천연보존제로서 제형적합성이 최적화되고 관능이 우수하며 곰팡이 항균활성이 개선된 천연보존제이다.
다양한 가용화, 유화 제형에 안정적으로 적용 가능한 천연보존제로서 양이온, 음이온 계면활성제에 대한 영향없이 안정적인 제형적합성을 가지고 있다.  ","식품원료/첨가물 (감미료, 기능성 원료, 영양 강화제, 향료 외)"
313,풍기인삼농협,PUNGGI GINSENG AGRICULTURAL COOPERATIVE,www.kpgnh.co.kr,"최초 고려인삼 재배지인 한국 풍기지역에서 1908년 설립되어 올해 117이 된 세계에서 가장 역사가 깊은 고려인삼 전문 농협입니다. 인삼 재배에 최적화된 자연환경과 축적된 재배 노하우로 우수한 품질의 인삼을 생산하며, 건강기능식품 생산시설인 GMP공장, FSSC22000 공장인증 등 엄격한 위생관리로 신뢰할 수 있는 인삼 홍삼 가공제품을 국내, 해외로 판매하고 있습니다. 자체 연구능력을 보유하여 고객의 수용에 적합한 신제품도 지속적으로 출시하고 있으며, 인삼 농협의 장점을 살려서 국내 해외 유수 건강식품 제조사에 홍삼 원료 공급도 활발히 진행하고 있습니다. ",홍삼정 올데이,"○ 홍삼정 100%에 정제수만을 혼합하여 스틱형 파우치에 담아 언제 어디서나 항상 간편하게 휴대하여 섭취할 수 있는 Take-out 홍삼정, 하루 1포로 면역능력을 키울 수 있습니다.
○ 홍삼정 섭취 시 맛이 쓰고 불편하여 섭취를 중단했거나 시도하지 않은 분들, 여행, 출장, 운동 중에도 잊지 않고 꾸준히 섭취하고자 하는 분들, 하루 온종일 홍삼의 효능이 필요하신 분들에게 좋습니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
314,(주)스트레인지플래닛,"STRANGE PLANET Co,. Ltd",www.microgarden.co.kr,"마이크로가든은 일상 속의 틈새 공간과 유휴 인프라를 활용하여 소비자와 가장 가까운 곳에서 농산물을 직접 재배하고 공급하는 도시농업 솔루션입니다. 우리는 세상에서 가장 맛있는 농산물은 수확 직후의 신선함에 있다고 믿으며, ‘가장 가까운 곳에서, 가장 신선한 가치를 전한다’는 철학 아래 사업을 전개하고 있습니다. 이를 통해 푸드마일리지를 줄이고, 생산자와 소비자 간의 거리를 최소화하며, 본연의 맛과 영양이 살아 있는 농산물 기반 제품을 개발하고 있습니다.","고추바질장, 바질장","한국식 바질페스토(바질장)
-매콤한 고추장과 향긋한 바질이 어우러진 한국식 바질 페스토. 파스타, 삼겹살, 비빔면 등 어디에나 잘 어울리는 K-소스입니다","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
315,닮다푸드,Dalmda Food,http:inst//smartstore.naver.com/dalmda,"
Dalmda Food는 자연을 그대로 닮아가는  전문 브랜드입니다.
신선한 농산물, 수산물, 임산물 등의 원물을 건조에서부터 원물 그대로를 만들어갑니다.
Dalmda Food는소비자의 재료준비, 재료보관, 재료버림에관심을 가지고 시작되었습니다.

바쁜 일상에서 소비자의 시간을 절약하고 보관도 용이하며
간편하고 건강하게 사회적 가치(음식물쓰레기, 농업상생_식량문제)의 실현을 추구합니다.
B2C에서 B2B 및 공공시장 까지 확대하고 있으며 수출사업도 진행 중에 있습니다.

소비자의 입장에서 소비자에 의해 소비자를 위한제품과 가치만을 만들어가겠습니다.
",하루잡곡,"국산 혼합19곡+ 특별한 재료
(표고버섯, 다시마, 톳, 취나물, 곤드레, 발효차)

국내산 재료 100%

보관도 용이

취향에 따라 맛있고 건강하게

누구나 쉽게 간편하게 요리

한끼에 맞는 용량(1봉지 2인분)
","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
316,로로에프앤비 주식회사,ROROF&B,https://roromallo.com/,"'로로멜로'는 디저트 제조사인 '로로에프앤비(주)'의 디저트 브랜드로, 
현재 GS25 편의점의 아이스크림 카테고리 중 역대 최고 매출을 경신한 제품인 냉동 디저트 '아이스 브륄레'를 생산, 판매중에 있습니다.

'로로멜로'는 '수건케이크' 를 포함해 각종 트렌디한 디저트를 어느 제조사보다 빠르게 캐치하여 생산 및 판매하고 있으며, 시그니처 제품인 '프로즌 스모어'는 얼린 마시멜로를 토치로 구워 먹는 이색 디저트이며, 각종 관광지에서 사랑받고 있습니다.
 
'로로멜로'는 차별화된 디저트에 색다른 경험을 더해 디저트를 단순히 먹는 것을 넘어
감각적으로 즐길 수 있는 새로운 방식을 탐구하면서 시작되었으며, 
즐겁고 편안한 이미지를 통해  모든 순간을 달콤하게 채우고자 하는 브랜드의 비전을 담았습니다.",아이스브륄레,"프랑스 정통 디저트 크림브륄레를 로로멜로만의 감성으로 재해석한 제품으로, 겉은 바삭하고 속은 시원하고 부드러운 텍스처의 조화가 돋보이는 트렌디한 프리미엄 디저트입니다. 시원하고 진한 크림위에 초콜릿 또는 화이트 초콜릿을 얹은뒤 설탕을 녹여 캐러멜라이징 처리해 첫 입부터 바스락 깨지는 식감이 인상적입니다.
‘아이스브륄레’는 바닐라 맛과 초코 맛 2종으로 출시되었습니다. ▲바닐라 맛은 진하고 고소한 풍미가 살아있는 캐러멜라이즈드 크런치와 부드럽고 은은한 단맛의 크림이 어우러져 클래식한 크림브륄레의 맛을 완벽하게 재현했으며 ▲초코 맛은 쌉싸름한 초콜릿의 깊은 풍미와 시원한 크림 텍스처가 조화를 이루며 진하고 균형 잡힌 맛을 완성했습니다.","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
317,주식회사 웰빙엘에스,"Well-being LS Co., Ltd.",www.wellbeingls.com,"주식회사 웰빙엘에스는 콩 및 김치 유래의 식물성유산균 등 포스트바이오틱스를 전문으로 연구 · 생산 · 판매하고 있으며, 프로바이오틱스 제품만 아니라 이를 이용한 다양한 발효제품을 연구개발하고 있습니다.
프로바이오틱스 제품은 GMP 시설에서 제조되는 건강기능식품과 프로바이오틱스로 발효시킨 채소 및 곡류발효식품 등이 있으며, 프로바이오틱스로 공서배양한 기능성이 우수한 유산균생성물질(포스트바이오틱스, Postbiotics), 그리고 각종 소재를 이용한 유산균 발효식품 등이 있습니다. 이는 주식회사 웰빙엘에스가 보유하고 있는 식물성유산균 프로바이오틱스에 의한 첨단발효기술로 탄생시킨 제품들입니다.",뷰티락 프로-17,"•프로바이오틱스 17종 유산균을 사용한 건강기능식품
•세븐베리농축분말과 감귤과즙분말을 사용하여 청량감과 상큼한 맛이 돋보이는 기호성이 우수한 제품
•프로바이오틱스의 기능성은 유산균증식, 유해균억제, 배변활동 원활, 장건강에 도움을 줄 수 있음
•유산균의 먹이의 역할을 하는 프리바이오틱스 함유
•우리 몸에서 유산균이 만들어 내는 부산물인 포스트바이오틱스 함유
•프로바이오틱스, 프리바이오틱스, 포스트바이오틱스가 모두 함유된 4세대 유산균","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
318,중원당,jungwondang,청명주.com,충북무형유산 2호로 지정된 청명주등을 제조하는 전통주 제조업체,청명주 청명소주 청명주탁주 호호,충북무형유산 2호로 지정된 전통주로 찹쌀과 누룩을 이용해 발효해서 빚은 전통주,"주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
319,서스테이너블랩 주식회사,"SustainableLAB, Inc.",https://www.idden.co/home,"서스테이너블랩(Sustainable Lab)은 “Less Plastic, More Trees”라는 미션 아래, 농식품 부산물을 업사이클링해 미세플라스틱 0%의 친환경 소재기술 ‘테라핀(Terrafin)’을 개발하고, 이를 활용한 지속가능한 퍼스널케어 및 뷰티 브랜드 ‘이든(Idden)’을 통해 그린 라이프스타일을 만들어가는 기후테크 스타트업입니다.

테라핀(Terrafin)은 왕겨, 굴폐각, 커피박 등 농식품 부산물을 원료로 한 열가소성 친환경 소재로, 제품 1kg당 약 1.07kg의 탄소 저장 효과가 있습니다. 기존 플라스틱 금형과의 호환성이 뛰어나 다양한 제품 생산에 적합하며, 별도의 생분해 처리 없이 자연에서 완전 분해되는 것이 특징입니다. 테라핀으로 제작된 이든 제품은 사용 후 다시 자연으로 돌아가는 순환 구조로 설계되어 소비자의 일상에서 플라스틱 사용을 줄이고, 친환경 소비를 촉진하여 지속가능한 자원 선순환을 실현하고 있습니다.",얼스바HB02,"100% Plastic-Free
열대우림을 헤치지 않아요 PalmOil-Free
동물실험을 하지 않아요 Cruelty-Free
VEGAN, 미국 비건 인증 완료
식물성 단백질을 가득 담은 '업사이클뷰티'
4 in 1으로 가벼운 올인원 샤워
아이부터 임산부까지, 안전한 클렌저","대체식품/그린바이오 (대체식품/원료, 메디푸드, 지속가능 식품, 특수기능/가공/포장식품, R&D연구개발 외)"
320,일성영농조합법인,IL SUNG FARMING CORPORATION,https://www.ilsung47.com,"일성영농조합법인은 우리나라를 대표하는 곶감 생산 기업입니다. 특허 받은 황토방 숙성 기술을 바탕으로 최고 품질의 곶감을 생산하고 있습니다.

1973년에 시작된 곶감 사업은 3대째 이어져 오고 있으며, 그동안 사업을 바탕으로 롯데백화점, 신세계백화점, 이마트, 하나로마트 등 전국 주요 매장과 홈쇼핑, 온라인 등에 판매되고 있습니다.

일성영농조합법인은 GAP농산물우수관리시설 지정, FSSC 22000 식품안전시스템인증 등 청결한 시스템을 바탕으로 영동, 상주 둥시, 청도 반시, 영암 대봉감 등 국내에서 생산되는 주요 감을 이용하여 곶감세트부터 소포장까지 다양한 제품을 생산하고 있습니다. 국내 뿐만 아니라 미국, 프랑스, 호주, 대만 등 해외 수출도 진행하고 있습니다.",곶감16과 호두말이 세트,"주요 감 품종인 영동 둥시를 자체 기술로 건조하여 곶감으로 만들고,  지역에서 재배되는 호두를 혼합해 소비자의 구매를 이끌어 내는 곶감 선물세트","고메/스페셜티 (치즈/유제품, 시즈닝/소스류, 육가공/건조육, 견과류/건조과일, 파티푸드/선물세트, 프리미엄 푸드 브랜드 외)"
321,에프엔바이오,"FNBIO CO.,LTD",www.fnbio.co.kr,"당사는 2003년 충북보령에 설립하여 한국에서 유일한 비타민 발포정을 생산하고 있습니다. 
2023년도에 충남 서산으로 공장설립 이전하여 GMP, HACCP, HALAL, ISO22000, Inno-Biz 그리고 여러 발포정 특허제품을 인증받아 동남아시아 및 아시아 국가 수출을 하고 있습니다.
국내에서는 온라인으로 대표적인 제품으로는 에버슬림, 다이어트톡, 아연CD, 메가비타C6000 그리고 한알톡 콤부차가 있습니다.
수출제품은 OEM 으로 태국, 베트남, 인도네시아, 필리핀, 홍콩 등 젊은 MZ 세대들의 다이어트 및 미용에 관한 제품이 수출되고 있습니다.
당사 제품은 맛있고 재미있게 그리고 건강하게 음용할수 있도록 최상의 제품을 생산하고 있습니다.",메가비타C6000,"비타민 발포정으로 정제 한알에 비타민C 3000mg 함유.
하루 두알 기준으로 총 6000mg 충족시키고 메가도스 요법으로 각종 질병예방.
유자즙 분말을 이용하여 유자향이 진하고 따뜻한 물과 동시에 차가운 물에도 맛과 향이 좋음.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
322,농업회사법인 주식회사 라라스팜,rarasfarm INC.,www.rarasfarm.co.kr," 농업회사법인 주식회사 라라스팜은  원재료인  콩 농사부터 고부가가치 식품의 개발 및 생산, 온라인, 오프라인 직거래 판매 및 고객 친화적인 마케팅까지 식품의 전 과정을 경영하여 6차 산업을 구현하는 회사입니다. 전통 식품의 가치를 재발견하고, 현대인들의 필요를 충족시켜줄 수 있는 새로운 제품을 끊임없이 개발하여 신선하고 안전한 먹거리를 찾는 소비자들에게 감동을 주는 회사가 되도록 항상 노력하겠습니다.",두부곤약면,"100% 국산콩 두부와 병아리콩을 첨가하여
곤약 냄새는 줄이고 고소함은 높인 곤약면입니다.
낮은 열량과 풍부한 식이섬유가 함유된 곤약에 두부 분말과
병아리콩을 첨가해 기존 곤약면보다 식감과 기호성이 우수합니다.
제품의 우수성을 인정받아 21년도 한국식품연구원 주최
식품기술대상에서 장려상을 수상한 제품입니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
323,농업회사법인 누리주식회사 ,NURI Co. Ltd.,nurri.kr,"농업회사법인 누리(주)는 백세시대 소비자의 건강을 지키는 다양한 먹거리를 개발하는 회사로 HMR, CMR, 기능성 농산물 발효음료, 수험생 건강야식간식, 면역력 강화 단백질 보충제 등을 개발하고 있는 회사로서, 향후 식생활 영양관리 플랫폼 연계를 통해 소비자의 건강백세를 추구하는 기업",고단백질 파우더 프로뮨,"◦ 단백질을 아미노산으로 분해하는 생물전환기술을 적용해 흡수율을 높인 단백질 보충제
◦ 소화 흡수능력이 떨어지는 중장년층 및 고령자, 질병으로 체력이 저하된 환자, 회복기의 유병자에게 고농도의 아미노산 공급
◦ 천연 혼합단백질을 유산균 발효추출공정으로 9종의 필수아미노산 15%, 총아미노산 44% 함유된 가공된 천연 고단백질 제품","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
324,백두에프앤에스,BAEKDOO F&S,www.bdfs.co.kr,"특허받은 기술력을 활용하여 제조하는 냉동식품 제조업체.
다양한 품질인증 및 수많은 ODM,OEM 을 통하여 검증된 품질을 바탕으로 생산하는 제조업체
끊임 없는 연구개발로, 새로운 제품을 출시 및  제안하는 제조업체",잡채 브레드,"전자레인지에 간편하게 조리하여 섭취할 수 있는 냉동간편 식품 빵류로써,
조리가 간편하고 섭취가 간편하다는 장점을 가진 제품입니다.

제품의 속재료가 다양하게 변경이 가능하고,  현재는 다양한 한국적인 속재료를 넣어서 K-FOOD 와 빵의 조합을 이룬 제품입니다.","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
325,(주)에이치알티로보틱스,"HRT Robotics Co.,Ltd.",https://www.hrt-robotics.com/,"협동로봇 자동화시스템 전문업체인 ㈜에이치알티로보틱스는 국내 다양한 산업현장에 안전하고 운용이 편리한 협동로봇 자동화시스템 솔루션을 전문으로 하고 있습니다.
고객이 원하는 최적의 시스템을 직접 설계,제작,프로그래밍하여 다양한 어플리케이션에 적용하고 있습니다. 자사의 3D프린터를 이용해 자동화 설비에 필요한 부품 또한 자체적으로 제작 및 공급하여 솔루션을 제공하고 있습니다. 
단순한 자동화가 아닌 급변하는 자동화 시스템의 기술을 기존 설비와 효율적으로 연동할 수 있는 시스템을 개발하고 있습니다. 
","협동 로봇,3D프린터 ",식품 접촉 가능한 소재를 지원하는 3D프린터를 사용해 파트를 출력합니다. 그리고 협동 로봇과 함께 공정을 자동화 합니다. ,"식품 스마트팩토리 (식품공장 자동화 설비 전반, 공장 QC/위생/안전관리 솔루션, 생산데이터 관리 솔루션 외)"
326,제이와이스토리,JY STORY,http://jystory.kr,"오랜시간 발효시켜야 맛볼 수 있는 건강한 자연의 맛을 담았습니다.
두 명인이 정성을 다해 진짜 조청, 진짜 전통발효식품을 만들겠습니다.
일체의 첨가물 없이 정직함을 바탕으로 먹어서 약이 되는 바른 식품을 만드는 제이와이스토리.",빨간대추 조청,"순수 국산 밀양 대추를 대추고로 제조한 스프레드형 조청 
 2024년 International Taste Institute 미식 어워즈 수상","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
327,라냐,LANHAR,https://smartstore.naver.com/lanhar,"'낯선 곳, 낯선 맛, 낯선 사람들 이란 슬로건으로 특별한 외식경험을 전하는 유러피안 다이닝 '라냐'입니다. 안산시 전통시장 청년몰 내 입점하여 오프라인 매장은 물론 소셜다이닝, 밀키트, 온라인커머스 사업을 진행중입니다. 인기메뉴인 '굴라쉬, '올리브페스토', '라자냐' 등 이색적인 메뉴를 상품화하여 온오프라인을 통해 선보이고 있습니다.",굴라쉬,"라냐만의 비밀레시피로 5시간 이상 푹 끓여내 부드러운 소고기 식감, 신선한 토마토와 갖은 야채, 허브류를 넣어 이색적인 맛과 풍미를 내는 깊고 진한 토마토 비프스튜
- 타브랜드 대비 약 2배 용량
- 매콤한 유럽식 한끼식사, 한국인의 입맛에 맞게 얼큰하고 매콤하게 푹 끓여낸 굴라쉬, 토마토 베이스로 해장에도 딱!
- 파우치형태 제품 패키지로 홈파티는 물론 캠핑, 다양한 곳에서 간편하고 프리미엄한 식사가 가능한 레트로트 제품
- 해썹 인증받은 전문 식품제조시설에서 신뢰를 바탕으로 안전하고 맛있게 요리하였습니다","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
328,농업회사법인 주식회사 푸드팩토리,Agricultural Corporation Foodfactory,http://food-factory.kr/,"◦푸드팩토리는 과일과 채소를 간편하게 먹을 수 있도록 높은 기술력을 바탕으로 현재 유통되는 과일 HMR(컵과일) 상품의 90%를 제조하고 있으며, 과일 편이식품 외 천연 코팅제(보존료 등) 및 건강기능식품 소재 등 다양한 제품 개발하고 있는 기업.",초미세 귀리 식이섬유,"1) 초미세 가공(나노화)을 통하여 귀리 식이섬유의 기능성/품질특성 최대화
2) 건강기능식품 소재(혈당) 뿐만 아니라 제품의 품질특성 개량제(소비기한 증대 및 물성 개선 등) 활용 가능
3) 식품첨가물 무첨가 및 합성 소재 미사용으로 친환경적인 제품","대체식품/그린바이오 (대체식품/원료, 메디푸드, 지속가능 식품, 특수기능/가공/포장식품, R&D연구개발 외)"
329,제이앤와이푸드,J&Y FOOD,www.1997tteokbokki.com,"""K소스로 함께 하는 미식의 맛"" 이라는 슬로건 아래, 글로벌 시장에서 한국 소스의 우수성을 알리기 위해 지속적인 연구개발과 품질 향상에 힘쓰고 있습니다.
소스를 활용한 간편식부터, 맛의 기본이 되는 소스까지, 다양한 제품을 통해 고객의 식탁에 풍미를 더하고 있는 제이앤와이푸드만의 포인트를 만나보세요.",1997떡볶이,"맛의 핵심은 ""장맛"". 업계 비밀 가득 담아 만든 소스 가득 배이는 1997떡볶이 밀키트와, 그와 잘 어울리는 K-소스까지!

1. 1997떡볶이 : 어묵국물소스로 국물파 VS 꾸덕파 논란 종결!
2. 1997짜장떡볶이 : ZERO MSG, 식물성 소고기맛 후레이크 활용으로 뛰어난 식감까지!
3. 1997 식혜 : 깊고 진한 농도의 밥알 없는 식혜, 빠르게 살얼음 식혜까지 완성!
4. K-소스 (가제) : 불닭, 떡볶이, 양식 등 어떤 음식에도 잘 어울리는 소스 신제품! 박람회에서 처음으로 공개 됩니다 :)","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
330,(주)포에스에스,"4SS Co., Ltd.",http://posissuer.com,"축산농가가 신선육을 소비자에게 직접 공급할 수 있도록 유통 대행 서비스를 제공하는 유통 플랫폼을 운영하는 회사입니다.
유통과정을 줄여서 좋은 품질의 고기를 안심하고 드실 수 있도록 농주가 직접 소비자를 만날 수 있도록 서비스를 제공합니다.
",푸주팜,"축산농가와 소비자간 신선육 직거래 플랫폼
축산물 유통공정을 간소화하여 신선한 고기를 농가에게 소비지에게 직접 제공하는 서비스입니다.","스마트 물류/유통 (식품콜드체인, 스마트물류센터, 스마트패킹, 제품 추적관리, 에너지 효율 솔루션 외)"
331,(주)움집감자,"UMJIPPOTATO Co,. Ltd.",smartstore.naver.com/umjippotato/products/4661095825?NaPm=ct%3Dlmi1tzbs%7Cci%3D4c9d8fc741b0e20494653a7138a79e47f3703945%7Ctr%3Dsls%7Csn%3D1023159%7Chk%3De93b00c6013719bb67a89da598c4657c1e4f442,"치즈볼, 감자볼 등 맥주안주 및 냉동간식을 제조하는 업체입니다.",치즈볼 및 냉동식품,술안주나 사이드메뉴로 잘 어울리는 튀김 제품입니다.,"일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
332,주식회사 이유박스,"EYOUBOX CO., LTD",https://smartstore.naver.com/eyoubox,"채소의 대중화를 위한 기업 (주)이유박스 입니다.  지역 채소의 우수성을 알리고 채소의 영양을 간편하고 맛있게 먹을 수 있는 제품을 개발하고 제조합니다. 그 첫번째 브랜드 '누페스토' 는 동결건조 국내산 채소 페스토로, 채소가 필요한 모든 순간, 소스와 시즈님 처럼 간편하게 사용하여 가열없이 먹을 수 있는 8종의 제품을 선보입니다.",Nupesto,채소를 간편하게 먹는 소소스,"일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
333,프론티어식품 주식회사,"FRONTIER FOOD CO,.LTD",https://brand.naver.com/dgmg,"부산의 대표 향토 음식인 돼지국밥을 HMR 형태로 표준화하여시장에 진입한 식품 제조기업입니다.
초기부터 스마트 HACCP 및 스마트 공장 시스템을 도입해 위생적이고 안정적인 생산 체계를 구축했으며, 22년에는 대선주조와의 협업을 통해 지역 연계 제품을 기획하며 브랜드 인지도를 높였습니다.
24년에는 누적 국밥 판매 100만 개를 돌파하며 시장에서 입지를 확고히 했고, 25년에는 동명대학교 및 사상 시니어 클럽과 MOU를 체결하며 고단백 기능성 식품 분야로 사업을 확장하고 있습니다.","아미뉴트 파우더형, 젤리형 제품 (정식명칭은 아직 정해지지 않음)","100% 동물성 단백질
무유당, 무카제인
콜라겐 포함
근감소예방, 간편 회복식","케어푸드 (고령친화식품, 환자식, 요양식, 특수영양식 외)"
334,다른고기 익스프레스,Darnemeat Express,https://www.gogiet.com/,"고기어트는 일상생활 속에서 운동과 다이어트를 병행하는 분들을 위해 탄생한 프리미엄 단백질 브랜드 입니다. 격렬한 움직임과 높은 활동량을 지원하기 위해 최고의 단백질 원료와 균형 잡힌 영양을 제공합니다. 한 끼 식사만큼 든든한 맛과 포만감으로 장기적인 식습관 개선을 돕습니다. 효율적인 운동 라이프스타일에 맞춰 체력과 컨디션을 유지하도록 설계했습니다. 고기어트는 단순한 식품을 넘어 건강하고 지속가능한 스포츠 라이프의 새로운 패러다임을 열어가는 단백질 식품 브랜드입니다. 주요 제품으로는 실온에서 보관하며 조리없이 바로 섭취가 가능한 저지방 저칼로리 고단백 돼지고기 간편식인 '고기어트 실온보관 돼지고기 간편식' 3종(양념갈비맛, 저크바베큐맛, 매콤동파육맛)이 있습니다. ",고기어트 실온보관 돼지고기 간편식,"고기어트 실온보관 돼지고기 간편식 제품 4종(양념갈비맛, 저크바베큐맛, 매콤동파육맛, 불맛제육볶음맛)
국내산 한돈으로 제조, 실온에서 1년간 보관이 가능하며 조리없이 바로 섭취가 가능한 저지방 저칼로리 고단백 간편식으로 일상생활 속에서 운동과 다이어트를 병행하는 소비자들에게 건강하고 맛있고 간편한 단백질 식단을 제공합니다.","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
